subject,subject_type,relation,object,object_type,confidence,frequency,weight,source_id,source_text
CONPES 4158 đã phê duyệt khoản tài trợ,UNKNOWN,CÓ_GIÁ_TRỊ,"8,35 nghìn",UNKNOWN,0.75,1,0.75,3539,Cơ quan Kế hoạch Quốc gia Colombia (DNP) xác nhận rằng tài liệu chính sách CONPES 4158 đã phê duyệt khoản tài trợ trị gi
Nguyễn Thị,PERSON,LÃNH_ĐẠO,Hội LHPN quận Liên Chiểu,ORGANIZATION,0.8499000072479248,1,0.8499000072479248,3545,"Chia sẻ về hiệu quả ứng dụng CNTT trong các hoạt động sinh hoạt hội, bà Nguyễn Thị Thanh, Chủ tịch Hội LHPN quận Liên Ch"
Phạm Thị Minh,PERSON,LÃNH_ĐẠO,Hội LHPN phường Hòa Minh,ORGANIZATION,0.8499000072479248,1,0.8499000072479248,3545,"Đến nay, hầu hết các quận hội, phường hội đều có trang facebook, zalo, fanpage và hơn 90% các chi hội ở khu dân cư có tr"
Auterion,ORGANIZATION,THUỘC_NGÀNH,công nghiệp,INDUSTRY,0.7160999774932861,1,0.7160999774932861,3552,"Theo dữ liệu chính thức, tỷ lệ UAV Nga xuyên thủng phòng thủ đã tăng gấp ba lần so với trước. Ông Meier khẳng định Auter"
Trong đó nhóm voucher và dịch vụ,UNKNOWN,TĂNG_TRƯỞNG,6%,UNKNOWN,0.7,2,1.4,3556,"Trong đó nhóm voucher và dịch vụ tăng 6%; nhóm sức khỏe bao gồm thực phẩm chức năng, vật tư y tế và chăm sóc cá nhân tăn"
Nguyễn Văn,PERSON,LÃNH_ĐẠO,UBND xã Tắc,ORGANIZATION,0.8496999740600586,1,0.8496999740600586,3559,"Anh Hà Trung Tín, cửa hàng Tú Mỹ, Ấp 2, cho biết: ""Thay vì phải mang theo số tiền lớn để đi chợ, bây giờ người dân chỉ c"
Ah vẫn,UNKNOWN,TĂNG_TRƯỞNG,17%,UNKNOWN,0.7,1,0.7,3570,"Dù vậy, chỉ thời gian sau, điện thoại bắt đầu hy sinh độ mỏng để đổi lấy cụm camera tốt hơn, pin khỏe hơn và vật liệu sả"
Huỳnh Ngọc Khánh,PERSON,LÃNH_ĐẠO,Hội LHPN Phường 4,ORGANIZATION,0.8499000072479248,1,0.8499000072479248,3571,"Bà Huỳnh Ngọc Khánh Châu, Chủ tịch Hội LHPN Phường 4 chia sẻ: sau tập huấn, phụ nữ phường đã ứng dụng thực hiện được 03 "
Nhan Thị Ngọc,PERSON,LÃNH_ĐẠO,Hội LHPN Phường,ORGANIZATION,0.8486999869346619,1,0.8486999869346619,3571,"Tại Phường 5, theo đồng chí Nhan Thị Ngọc Trinh, Chủ tịch Hội LHPN Phường 5: Hội ứng dụng tốt phần mềm quản lý hội viên,"
Tổng công ty cổ phần Bia - Rượu - Nước giải khát Hà Nội,ORGANIZATION,CÓ_GIÁ_TRỊ,"60,4 tỷ",MONEY,0.7336999773979187,1,0.7336999773979187,3580,Doanh thu tăng trưởng 6 quý liên tiếp Tổng công ty cổ phần Bia - Rượu - Nước giải khát Hà Nội (Habeco) vừa công bố Báo c
Lợi nhuận gộp lũy kế 6 tháng,UNKNOWN,CÓ_GIÁ_TRỊ,"1.048,6 tỷ đồng",UNKNOWN,0.75,1,0.75,3580,"Bên cạnh đó, Habeco đã triển khai các giải pháp quản lý dòng tiền để không chỉ luôn đảm bảo đáp ứng đủ vốn cho hoạt động"
Biên lợi nhuận gộp nửa đầu năm,UNKNOWN,TĂNG_TRƯỞNG,"27,2%",UNKNOWN,0.7,1,0.7,3580,"Bên cạnh đó, Habeco đã triển khai các giải pháp quản lý dòng tiền để không chỉ luôn đảm bảo đáp ứng đủ vốn cho hoạt động"
Nguyễn Văn,PERSON,LÃNH_ĐẠO,VNSKY,ORGANIZATION,0.849399983882904,1,0.849399983882904,3581,"Với nhà mạng ảo mới gia nhập thị trường là VNSKY, ông Nguyễn Văn Dũng, Giám đốc VNSKY, cho hay khách hàng của đơn vị này"
Nguyễn Như,PERSON,LÃNH_ĐẠO,Cisco Việt,ORGANIZATION,0.8445000052452087,1,0.8445000052452087,3582,"Tuy nhiên, theo các chuyên gia, việc áp dụng AI nhanh chóng cũng kéo theo nhiều thách thức, bao gồm các vấn đề từ quản t"
Phone 16 đã,UNKNOWN,TĂNG_TRƯỞNG,20%,UNKNOWN,0.7,1,0.7,3583,"Dựa trên tổng lượng tìm kiếm 1.000 từ khóa có chứa từ khóa ""iPhone 16"", các chủ đề mà người dùng Cốc Cốc quan tâm trong "
VietCredit,ORGANIZATION,CÓ_GIÁ_TRỊ,163 tỷ,MONEY,0.7491000294685364,1,0.7491000294685364,3589,"Tính đến 31/12/2024, tổng tài sản của VietCredit đạt 8,163 tỷ đồng, tăng 81% so với mức 4,489 tỷ đồng cuối quý III, phần"
Thu nhập thuần từ tiền lãi,UNKNOWN,CÓ_GIÁ_TRỊ,"203,2 tỷ đồng",UNKNOWN,0.75,1,0.75,3589,"Cụ thể, quỹ dự phòng rủi ro tín dụng giảm 36% so với cùng kỳ năm trước, dự phòng rủi ro cho vay khách hàng giảm 6%, và d"
Lãi thuần từ hoạt động khác,UNKNOWN,CÓ_GIÁ_TRỊ,141 tỷ đồng,UNKNOWN,0.75,1,0.75,3589,"Cụ thể, quỹ dự phòng rủi ro tín dụng giảm 36% so với cùng kỳ năm trước, dự phòng rủi ro cho vay khách hàng giảm 6%, và d"
Forbes,ORGANIZATION,CÓ_GIÁ_TRỊ,"12,8 tỷ",MONEY,0.75,1,0.75,3590,"Mở cửa phiên giao dịch 5/9, dòng tiền tiếp tục đổ vào thị trường cổ phiếu Việt Nam, kéo chỉ số VN-Index lên cao. Lần đầu"
Lưu Anh,PERSON,LÃNH_ĐẠO,Trung tâm Nghiên cứu Trí tuệ nhân tạo,ORGANIZATION,0.8499000072479248,1,0.8499000072479248,3591,"Vì vậy, Nhà nước sẽ đẩy mạnh ứng dụng AI trong các ngành và cơ quan nhà nước, đồng thời Quỹ Đổi mới công nghệ quốc gia s"
Meta,ORGANIZATION,CÓ_GIÁ_TRỊ,40 tỷ USD,MONEY,0.7491000294685364,2,1.4982000589370728,5020,"Một ngày trước đó, CEO Meta Mark Zuckerberg cam kết tăng cường đầu tư vào mô hình ngôn ngữ lớn AI, cũng như các dự án vi"
Đặng Tuấn,PERSON,LÃNH_ĐẠO,CMC Telecom,ORGANIZATION,0.8497999906539917,1,0.8497999906539917,3596,"CMC Telecom giới thiệu giải pháp bảo mật và quản trị đám mây AWS Tại sự kiện, CMC Telecom cũng đồng thời giới thiệu bộ g"
Trần Xuân Ngọc,PERSON,LÃNH_ĐẠO,VNG,ORGANIZATION,0.8499000072479248,1,0.8499000072479248,3598,"Bà Trần Xuân Ngọc Thảo, Giám đốc Nhân sự và Truyền thông VNG, chia sẻ: ""Ở VNG, chúng tôi luôn tin vào tiềm năng và khả n"
Vũ Văn,PERSON,LÃNH_ĐẠO,UBND xã Bảo,ORGANIZATION,0.8496999740600586,1,0.8496999740600586,3599,"Để đáp ứng thị trường Tết, bà con không ngừng học hỏi, áp dụng khoa học kỹ thuật vào sản xuất"", anh Vị nói. Theo ông Vũ "
Techcombank,ORGANIZATION,CÓ_GIÁ_TRỊ,900 tỷ đồng,MONEY,0.7498999834060669,1,0.7498999834060669,3605,"Đồng thời, sau khi trả cổ tức bằng tiền mặt, Techcombank vẫn đảm bảo tỷ lệ an toàn vốn, các chỉ số an toàn khác theo quy"
Hoàng Minh,PERSON,LÃNH_ĐẠO,Đại học Quốc gia Hà Nội,ORGANIZATION,0.8499000072479248,1,0.8499000072479248,3607,"Thứ hai, các tập đoàn kinh tế Việt Nam cần cùng nhau dấn thân làm chủ công nghệ lõi, bởi đây là cuộc chơi đòi hỏi nguồn "
Đặng Thị Thanh Thủy,PERSON,LÃNH_ĐẠO,CMC,ORGANIZATION,0.8499000072479248,1,0.8499000072479248,3617,"Danh hiệu này tiếp tục khẳng định quyết tâm của CMC trong hành trình trở thành Tập đoàn Công nghệ toàn cầu, đồng thời là"
Lifebuoy,ORGANIZATION,HỢP_TÁC,Hội Thầy thuốc Trẻ Việt Nam,ORGANIZATION,0.7998999953269958,1,0.7998999953269958,3621,"Đây là sự sẻ chia thiết thực, giúp đội ngũ vượt qua khó khăn và ổn định cuộc sống sau thiên tai. Hỗ trợ dài hạn, phục hồ"
Hội Thầy thuốc Trẻ Việt Nam,ORGANIZATION,HỢP_TÁC,Lifebuoy,ORGANIZATION,0.7998999953269958,1,0.7998999953269958,3621,"Đây là sự sẻ chia thiết thực, giúp đội ngũ vượt qua khó khăn và ổn định cuộc sống sau thiên tai. Hỗ trợ dài hạn, phục hồ"
OMO,ORGANIZATION,HỢP_TÁC,Bộ Nông nghiệp và Môi trường,ORGANIZATION,0.7997999787330627,1,0.7997999787330627,3621,"Thông qua hợp tác với Bộ Giáo dục và Đào tạo trong chương trình Trường học Xanh - Sạch - Khỏe, các nhãn hàng P/S, Lifebu"
Bộ Nông nghiệp và Môi trường,ORGANIZATION,HỢP_TÁC,OMO,ORGANIZATION,0.7997999787330627,1,0.7997999787330627,3621,"Thông qua hợp tác với Bộ Giáo dục và Đào tạo trong chương trình Trường học Xanh - Sạch - Khỏe, các nhãn hàng P/S, Lifebu"
LPBS,ORGANIZATION,CÓ_GIÁ_TRỊ,90 tỷ,MONEY,0.730400025844574,1,0.730400025844574,3627,"Về kết quả kinh doanh, năm 2025 ghi nhận bước tăng trưởng mạnh mẽ của LPBS với doanh thu đạt 1.690 tỷ đồng, tăng 8,6 lần"
Lợi nhuận sau thuế,UNKNOWN,CÓ_GIÁ_TRỊ,522 tỷ đồng,UNKNOWN,0.75,1,0.75,3627,"Về kết quả kinh doanh, năm 2025 ghi nhận bước tăng trưởng mạnh mẽ của LPBS với doanh thu đạt 1.690 tỷ đồng, tăng 8,6 lần"
ROE bình quân,UNKNOWN,TĂNG_TRƯỞNG,"10,25%",UNKNOWN,0.7,1,0.7,3627,"Về kết quả kinh doanh, năm 2025 ghi nhận bước tăng trưởng mạnh mẽ của LPBS với doanh thu đạt 1.690 tỷ đồng, tăng 8,6 lần"
Thị phần môi giới chứng khoán vào cuối năm 2025,UNKNOWN,TĂNG_TRƯỞNG,"1,8%",UNKNOWN,0.7,1,0.7,3627,"Về kết quả kinh doanh, năm 2025 ghi nhận bước tăng trưởng mạnh mẽ của LPBS với doanh thu đạt 1.690 tỷ đồng, tăng 8,6 lần"
Siemens Mobility,ORGANIZATION,HỢP_TÁC,VinSpeed,ORGANIZATION,0.7998999953269958,1,0.7998999953269958,3631,"Việc Siemens Mobility sẵn sàng hợp tác với VinSpeed cho thấy họ nhìn thấy ở đối tác Việt Nam sự nghiêm túc, tầm nhìn dài"
VinSpeed,ORGANIZATION,HỢP_TÁC,Siemens Mobility,ORGANIZATION,0.7998999953269958,1,0.7998999953269958,3631,"Việc Siemens Mobility sẵn sàng hợp tác với VinSpeed cho thấy họ nhìn thấy ở đối tác Việt Nam sự nghiêm túc, tầm nhìn dài"
MSB,ORGANIZATION,HỢP_TÁC,Bộ Công an,ORGANIZATION,0.7998999953269958,1,0.7998999953269958,3637,"Theo đó, MSB hợp tác cùng Bộ Công an triển khai dịch vụ liên kết tài khoản nhận chi trả an sinh xã hội theo chính sách c"
Bộ Công an,ORGANIZATION,HỢP_TÁC,MSB,ORGANIZATION,0.7998999953269958,1,0.7998999953269958,3637,"Theo đó, MSB hợp tác cùng Bộ Công an triển khai dịch vụ liên kết tài khoản nhận chi trả an sinh xã hội theo chính sách c"
Vietlott,ORGANIZATION,CÓ_GIÁ_TRỊ,6.741.982.500 đồng,MONEY,0.7476999759674072,1,0.7476999759674072,3639,"Theo thông tin từ Công ty Xổ số Điện toán Việt Nam (Vietlott), trong kỳ quay số mở thưởng lần thứ 1.334 của sản phẩm Meg"
OCB,ORGANIZATION,CÓ_GIÁ_TRỊ,50.000 đồng,MONEY,0.75,1,0.75,3644,"OCB - Ưu đãi vàng cho khách hàng thanh toán số Từ 15/4 - 14/6/2025, chủ thẻ ghi nợ nội địa NAPAS do OCB phát hành sẽ nhậ"
Payoo,ORGANIZATION,HỢP_TÁC,NAPAS,ORGANIZATION,0.7998999953269958,1,0.7998999953269958,3644,"VIB tặng 100.000 đồng cho khách hàng mới Từ 24/3 - 29/7/2025, VIB dành tặng 100.000 đồng vào tài khoản cho khách hàng mở"
NAPAS,ORGANIZATION,HỢP_TÁC,Payoo,ORGANIZATION,0.7998999953269958,1,0.7998999953269958,3644,"VIB tặng 100.000 đồng cho khách hàng mới Từ 24/3 - 29/7/2025, VIB dành tặng 100.000 đồng vào tài khoản cho khách hàng mở"
Mall triển khai chương trình tặng voucher mua sắm,UNKNOWN,CÓ_GIÁ_TRỊ,100.000 đồng,UNKNOWN,0.75,1,0.75,3644,"Rinh voucher mua sắm tại Aeon Mall Từ 26/6 - 9/7/2025, Aeon Mall triển khai chương trình tặng voucher mua sắm trị giá 10"
Nguyễn Hồng Nhung,PERSON,LÃNH_ĐẠO,GELEX,ORGANIZATION,0.8497999906539917,1,0.8497999906539917,3648,"Có mặt tại thảm đỏ chương trình, bà Nguyễn Hồng Nhung - Giám đốc Truyền thông GELEX, đại diện dự án cho biết: ""Tôi cảm t"
Tổng kim ngạch xuất nhập khẩu,UNKNOWN,CÓ_GIÁ_TRỊ,155 triệu USD,UNKNOWN,0.75,1,0.75,3653,"Tổng kim ngạch xuất nhập khẩu đạt 155 triệu USD, trong đó nhập khẩu 92 triệu USD, xuất khẩu 63 triệu USD. Lượng phương t"
VIP,UNKNOWN,CÓ_GIÁ_TRỊ,"4,5 triệu đồng",UNKNOWN,0.75,1,0.75,3654,"Theo khách hàng này, anh chọn phiên bản Pro vì thấy màn hình đã đủ phục vụ cho nhu cầu rồi. Tại cửa hàng 24hStore ở TPHC"
Roi,PERSON,LÃNH_ĐẠO,Endless,ORGANIZATION,0.8493000268936157,1,0.8493000268936157,3662,"Dù 120 tiếng/tuần không phải giải pháp bền vững hay lâu dài, ""những công ty ưu tiên hiệu quả, tự động hóa và chủ động qu"
Lý Bình,PERSON,LÃNH_ĐẠO,Mytel,ORGANIZATION,0.8499000072479248,2,1.6998000144958496,3664,"Ông Lý Bình Nguyên, Giám đốc Mytel (thương hiệu Viettel tại Myanmar) chi nhánh Mandalay vẫn chưa quên khoảnh khắc đó. ""N"
Phan Trinh,PERSON,LÃNH_ĐẠO,Nghiệp đoàn nghề cá Tam Giang,ORGANIZATION,0.8497999906539917,1,0.8497999906539917,3666,"Nhờ chính sách hỗ trợ của nhà nước nên ông chỉ phải bỏ thêm khoảng 30 triệu đồng, nhưng với giá dầu hiện nay chi phí mỗi"
Đinh Việt Hòa,PERSON,LÃNH_ĐẠO,Hiệp hội Khởi nghiệp Quốc gia,ORGANIZATION,0.8499000072479248,1,0.8499000072479248,3667,"Ông Đinh Việt Hòa - Chủ tịch Sáng lập Hiệp hội Khởi nghiệp Quốc gia cho rằng: ""Đất nước đang chuyển mình và công nghệ mà"
CNTT,UNKNOWN,CÓ_GIÁ_TRỊ,"1,2 tỷ đồng",UNKNOWN,0.75,1,0.75,3667,"Trong khuôn khổ Diễn đàn Khởi nghiệp Sáng tạo Quốc gia lần thứ 5, ông Trần Quang Châu - Nhà sáng lập, CEO của ZSolution "
Việt Nam,LOCATION,CÓ_GIÁ_TRỊ,"12,2 tỷ",MONEY,0.7498999834060669,1,0.7498999834060669,3673,"Tính tới ngày 22/1, theo Forbes, Việt Nam có 5 tỷ phú USD với tổng tài sản đạt 12,2 tỷ USD. Ông Nguyễn Đăng Quang không "
Việt Nam,LOCATION,CÓ_GIÁ_TRỊ,"13,4 tỷ",MONEY,0.75,1,0.75,3673,"Tính tới ngày 22/1, theo Forbes, Việt Nam có 5 tỷ phú USD với tổng tài sản đạt 12,2 tỷ USD. Ông Nguyễn Đăng Quang không "
Nguyễn Thị Hồng,PERSON,LÃNH_ĐẠO,Trung tâm Xúc tiến,ORGANIZATION,0.8497999906539917,1,0.8497999906539917,3679,Hiệu quả kép sau chiến dịch voucher du lịch Chiến dịch phát hành voucher du lịch trở thành điểm sáng trong chương trình 
PVcomBank,ORGANIZATION,LIÊN_QUAN,SHB,ORGANIZATION,0.5,1,0.5,3682,"Top ngân hàng cho vay bất động sản: PVcomBank đứng đầu, SHB và Techcombank theo sau"
SHB,ORGANIZATION,LIÊN_QUAN,PVcomBank,ORGANIZATION,0.5,1,0.5,3682,"Top ngân hàng cho vay bất động sản: PVcomBank đứng đầu, SHB và Techcombank theo sau"
Đoàn Trường Công nghệ thông tin và Truyền thông,ORGANIZATION,HỢP_TÁC,Đoàn phường Tân,ORGANIZATION,0.7975999712944031,1,0.7975999712944031,3683,"Nhóm học sinh, sinh viên giới thiệu dự án Nón bảo hiểm cảnh báo nguy hiểm. ""Mùa hè số"" là cách làm sáng tạo của chương t"
Đoàn phường Tân,ORGANIZATION,HỢP_TÁC,Đoàn Trường Công nghệ thông tin và Truyền thông,ORGANIZATION,0.7975999712944031,1,0.7975999712944031,3683,"Nhóm học sinh, sinh viên giới thiệu dự án Nón bảo hiểm cảnh báo nguy hiểm. ""Mùa hè số"" là cách làm sáng tạo của chương t"
năm 2023,DATE,CÓ_GIÁ_TRỊ,36.912 tỷ,MONEY,0.745199978351593,1,0.745199978351593,3686,"Trong khi đó, thu cân đối từ hoạt động xuất nhập khẩu lại giảm 8,1%, đạt 219.651 tỷ đồng, giảm 19.349 tỷ đồng. Sự sụt gi"
CMC Telecom,ORGANIZATION,THUỘC_NGÀNH,du lịch,INDUSTRY,0.7199000120162964,1,0.7199000120162964,3694,"CMC Telecom nhấn mạnh: ""Một giải pháp số tốt chỉ có thể phát huy hiệu quả khi được xây dựng trên nền tảng hạ tầng vững c"
Truyền thông đưa tin các khoản đầu tư có thể,UNKNOWN,CÓ_GIÁ_TRỊ,20 tỷ USD,UNKNOWN,0.75,1,0.75,3695,"Trong khi đó, CEO OpenAI Sam Altman cho biết khi thiết lập Stargate đầu tiên bên ngoài nước Mỹ, công ty đang hiện thực h"
TTHC đúng hạn,UNKNOWN,TĂNG_TRƯỞNG,100%,UNKNOWN,0.7,2,1.4,3696,"TP Uông Bí đã đẩy mạnh số hóa hồ sơ và dịch vụ công trực tuyến. Hiện nay, 100% hồ sơ được số hóa từ khâu tiếp nhận đến k"
PNJ,ORGANIZATION,CÓ_GIÁ_TRỊ,5 triệu,MONEY,0.75,1,0.75,3697,"Đồng hành cùng khách hàng, PNJ mang đến chương trình ưu đãi đặc biệt ""Mùa lễ hội mới, mùa niềm tin mới"" diễn ra từ 12/12"
Lê Văn,PERSON,LÃNH_ĐẠO,Công ty TNHH Kế toán Thuế Keytas,ORGANIZATION,0.8497999906539917,3,2.5494000911712646,9760,"Chia sẻ với PV VietNamNet, ông Lê Văn Tuấn, Giám đốc Công ty TNHH Kế toán Thuế Keytas cho biết, Nghị định 70/2025 của Ch"
Trần Duy,PERSON,LÃNH_ĐẠO,Quỹ Dịch vụ viễn thông công ích Việt Nam,ORGANIZATION,0.8499000072479248,1,0.8499000072479248,3704,"Ông Trần Duy Hiếu, Giám đốc Quỹ Dịch vụ viễn thông công ích Việt Nam được điều động và bổ nhiệm giữ chức Phó Vụ trưởng V"
Apple,ORGANIZATION,THUỘC_NGÀNH,trí tuệ nhân tạo,INDUSTRY,0.7200000286102295,2,1.440000057220459,3706,"Khác với nhiều tập đoàn công nghệ tại Thung lũng Silicon, Apple hiện bị đánh giá là chậm chân trong lĩnh vực trí tuệ nhâ"
Nguyễn Anh Tuấn,PERSON,LÃNH_ĐẠO,First Real,ORGANIZATION,0.8499000072479248,1,0.8499000072479248,3708,"Phát biểu tại lễ ký kết thỏa thuận hợp tác, ông Nguyễn Anh Tuấn - Chủ tịch Hội đồng Quản trị First Real chia sẻ: ""Với ti"
Fortinet,ORGANIZATION,HỢP_TÁC,IDC,ORGANIZATION,0.7998999953269958,1,0.7998999953269958,3713,"Đội ngũ an ninh mạng đang quá tải và bị phân mảnh Chia sẻ bên lề sự kiện Fortinet Accelerate 2025 mới đây, từ kết quả kh"
IDC,ORGANIZATION,HỢP_TÁC,Fortinet,ORGANIZATION,0.7998999953269958,1,0.7998999953269958,3713,"Đội ngũ an ninh mạng đang quá tải và bị phân mảnh Chia sẻ bên lề sự kiện Fortinet Accelerate 2025 mới đây, từ kết quả kh"
Khổng Huy,PERSON,LÃNH_ĐẠO,Công ty VNCS,ORGANIZATION,0.8497999906539917,1,0.8497999906539917,3713,"Những thách thức hàng đầu gồm có khối lượng lớn các mối đe dọa, khó khăn trong giữ chân nhân sự an ninh mạng có chuyên m"
Vũ Ngọc,PERSON,LÃNH_ĐẠO,NCA,ORGANIZATION,0.8496999740600586,6,5.098199844360352,7948,"""Sự gia tăng giá trị của các đồng tiền số có thể làm tăng nguy cơ tấn công mạng, đặc biệt là các vụ trộm tiền số qua ví "
BCG122006,UNKNOWN,CÓ_GIÁ_TRỊ,500 tỷ đồng,UNKNOWN,0.75,1,0.75,3714,"Đây là động thái quan trọng của Bamboo Capital nhằm quản lý hiệu quả nghĩa vụ tài chính, đồng thời tối ưu hóa chiến lược"
Đợt 1 mua lại số trái phiếu,UNKNOWN,CÓ_GIÁ_TRỊ,397.163.200.000 đồng,UNKNOWN,0.75,1,0.75,3714,"Đây là động thái quan trọng của Bamboo Capital nhằm quản lý hiệu quả nghĩa vụ tài chính, đồng thời tối ưu hóa chiến lược"
Bamboo Capital,ORGANIZATION,CÓ_GIÁ_TRỊ,"8,1 tỷ",MONEY,0.7251999974250793,1,0.7251999974250793,3714,Lô trái phiếu BCG122006 cũng là một trong những trái phiếu được phát hành thành công trên thị trường tại thời điểm 3 năm
Phùng Bá Thắng,PERSON,LÃNH_ĐẠO,Viettel Lâm Đồng,ORGANIZATION,0.8492000102996826,1,0.8492000102996826,3717,"Phát biểu tại lễ ký kết triển khai mô hình, ông Phùng Bá Thắng - Giám đốc Viettel Lâm Đồng cho biết: Với tinh thần Viett"
Yandex,ORGANIZATION,THUỘC_NGÀNH,thương mại điện,INDUSTRY,0.7196000218391418,1,0.7196000218391418,3720,"Năm 1997, giữa thời kỳ bùng nổ dotcom toàn cầu, ông cùng người bạn là nhà địa vật lý Ilya Segalovich sáng lập Yandex. Từ"
Volozh,PERSON,LÃNH_ĐẠO,Yandex,ORGANIZATION,0.8499000072479248,2,1.6998000144958496,3936,"Đến tháng 6 cùng năm, ông Volozh từ chức CEO Yandex sau khi bị Liên minh châu Âu (EU) trừng phạt. EU cáo buộc Yandex đón"
Liên minh đầu tư Mekolor,ORGANIZATION,ĐẦU_TƯ,Great USA,ORGANIZATION,0.8195000290870667,1,0.8195000290870667,3722,Liên minh đầu tư Mekolor (Việt Nam) và Great USA (Mỹ) vừa có công văn gửi Thủ tướng Chính phủ Phạm Minh Chính và Phó Thủ
Liên minh đầu tư,ORGANIZATION,ĐẦU_TƯ,Mekolor & Great USA,ORGANIZATION,0.8144999742507935,1,0.8144999742507935,3722,"Toàn bộ 100% vốn do Liên minh đầu tư Mekolor & Great USA tự thu xếp và chứng minh đủ nguồn vốn tiền mặt, đảm bảo 100% ch"
Liên minh đầu tư,ORGANIZATION,ĐẦU_TƯ,Mekolor,ORGANIZATION,0.8148000240325928,2,1.6296000480651855,3722,"Toàn bộ 100% vốn do Liên minh đầu tư Mekolor & Great USA tự thu xếp và chứng minh đủ nguồn vốn tiền mặt, đảm bảo 100% ch"
Trần Tuấn Anh,PERSON,LÃNH_ĐẠO,Shopee Việt,ORGANIZATION,0.8452000021934509,2,1.6904000043869019,3723,"Ông Lê Khắc Hiệp - Phó Chủ tịch Tập đoàn Vingroup cho biết: ""Bằng cách kết hợp cơ sở hạ tầng vững chắc của Vingroup và h"
Chỉ cần chi tiêu,UNKNOWN,CÓ_GIÁ_TRỊ,60 triệu,UNKNOWN,0.75,1,0.75,3724,"Tích hợp Tap & Pay, Apple Pay và Google Pay, chiếc thẻ cho phép người dùng quẹt nhanh, chạm nhẹ mà không cần mang nhiều "
Thái Nguyên đạt tỷ lệ hồ sơ cấp kết quả điện tử,UNKNOWN,TĂNG_TRƯỞNG,"79,24%",UNKNOWN,0.7,1,0.7,3726,"Trong năm 2023, Chủ tịch UBND tỉnh Thái Nguyên đã phê duyệt phương án đơn giản hóa đối với 38 thủ tục hành chính (TTHC),"
Mỹ,LOCATION,CÓ_GIÁ_TRỊ,"12,4 triệu",MONEY,0.75,1,0.75,3727,"Đến năm 2024, trong 11 tháng, riêng phân khúc cá tra GTGT, Mỹ chủ yếu nhập khẩu từ Việt Nam sản phẩm tẩm bột mã HS160419"
Nguyễn Phúc Long,PERSON,LÃNH_ĐẠO,BIDV,ORGANIZATION,0.8499000072479248,1,0.8499000072479248,3728,"BIDV cam kết luôn là người bạn đồng hành tin cậy, cung cấp các giải pháp tài chính toàn diện, linh hoạt và chuyên biệt, "
STOXX 600,UNKNOWN,TĂNG_TRƯỞNG,"0,5%",UNKNOWN,0.7,1,0.7,3729,"Tại châu Âu, chỉ số STOXX 50 tăng hơn 1%, còn STOXX 600 tăng 0,5%, tiếp tục nối dài chuỗi lập đỉnh lịch sử. Tại châu Á, "
Anna,PERSON,LÃNH_ĐẠO,Fed,ORGANIZATION,0.8500000238418579,1,0.8500000238418579,3729,"Tuần này, nhà đầu tư đặc biệt theo dõi loạt dữ liệu kinh tế quan trọng của Mỹ, bao gồm báo cáo việc làm tháng 12 công bố"
Nguyễn Quang,PERSON,LÃNH_ĐẠO,Khoa Tài chính - Ngân hà@@,ORGANIZATION,0.8483999967575073,1,0.8483999967575073,3733,"Thế nhưng, tại một số thời điểm, giá vàng nhẫn ""vượt mặt"" vàng miếng do nguồn cung vàng miếng hạn chế, nhiều năm Ngân hà"
Doanh thu ngành KHCN,UNKNOWN,CÓ_GIÁ_TRỊ,5.465.819 tỷ đồng,UNKNOWN,0.75,1,0.75,3734,"Doanh thu ngành KHCN đạt 5.465.819 tỷ đồng, phủ sóng 5G đạt trên 90% dân số"
GDP,UNKNOWN,CÓ_GIÁ_TRỊ,1.443.769 tỷ đồng,UNKNOWN,0.75,2,1.5,3734,"đóng góp trực tiếp vào GDP đạt 1.443.769 tỷ đồng, tăng 35%, hoàn thành 139% kế hoạch. Các chỉ số này cho thấy khoa học v"
Marc,PERSON,LÃNH_ĐẠO,Bannockburn Capital,ORGANIZATION,0.8499000072479248,1,0.8499000072479248,3735,"Về tiềm năng tăng giá của vàng, ông Marc Chandler, Giám đốc điều hành tại Bannockburn Capital Markets, cho rằng dữ liệu "
TPBank,ORGANIZATION,HỢP_TÁC,MobiFone,ORGANIZATION,0.800000011920929,1,0.800000011920929,3738,"Không chỉ vậy, TPBank còn ký kết hợp tác chiến lược với MobiFone nhằm xây dựng một ""liên minh số"" kết nối viễn thông - t"
MobiFone,ORGANIZATION,HỢP_TÁC,TPBank,ORGANIZATION,0.800000011920929,1,0.800000011920929,3738,"Không chỉ vậy, TPBank còn ký kết hợp tác chiến lược với MobiFone nhằm xây dựng một ""liên minh số"" kết nối viễn thông - t"
Huy,PERSON,LÃNH_ĐẠO,Khoa Tài chính - Ngân hàng,ORGANIZATION,0.8497999906539917,1,0.8497999906539917,3739,"Về thời điểm áp dụng, mức thuế suất, ông Huy cho hay dự thảo luật đang trình Quốc hội là giao Chính phủ quy định. Chia s"
Ben,PERSON,LÃNH_ĐẠO,Bybit,ORGANIZATION,0.8496000170707703,2,1.6992000341415405,3952,"Tối ngày 21/2, Bybit, một trong những sàn giao dịch tiền mã hoá thuộc nhóm đầu thế giới đã bị hacker tấn công và lấy đi "
